grupo,ordem,familia,especie_ou_subespecie,categoria,lista_2014
invertebrados_terrestres,Amblypygi,Charinidae,Charinus acaraje,VU,1
invertebrados_terrestres,Amblypygi,Charinidae,Charinus asturius,EN,1
invertebrados_terrestres,Amblypygi,Charinidae,Charinus caatingae,CR,0
invertebrados_terrestres,Amblypygi,Charinidae,Charinus eleonorae,EN,1
invertebrados_terrestres,Amblypygi,Charinidae,Charinus ferreus,CR,0
invertebrados_terrestres,Amblypygi,Charinidae,Charinus potiguar,VU,1
invertebrados_terrestres,Amblypygi,Charinidae,Charinus spelaeus,VU,0
invertebrados_terrestres,Amblypygi,Charinidae,Charinus taboa,CR,0
invertebrados_terrestres,Amblypygi,Charinidae,Charinus troglobius,EN,1
invertebrados_terrestres,Araneae,Caponiidae,Carajas paraua,EN,0
invertebrados_terrestres,Araneae,Caponiidae,Tisentnops onix,CR,0
invertebrados_terrestres,Araneae,Corinnidae,Ianduba paubrasil,EN,1
invertebrados_terrestres,Araneae,Ctenidae,Celaetycheus mungunza,CR,1
invertebrados_terrestres,Araneae,Ctenidae,Isoctenus corymbus,CR,1
invertebrados_terrestres,Araneae,Dipluridae,Harmonicon cerberus,CR,1
invertebrados_terrestres,Araneae,Drymusidae,Drymusa spelunca,CR,1
invertebrados_terrestres,Araneae,Gnaphosidae,Brasilomma enigmatica,EN,1
invertebrados_terrestres,Araneae,Gnaphosidae,Tricongius ybyguara,VU,1
invertebrados_terrestres,Araneae,Ochyroceratidae,Ochyrocera ibitipoca,EN,1
invertebrados_terrestres,Araneae,Ochyroceratidae,Speocera eleonorae,EN,1
invertebrados_terrestres,Araneae,Pholcidae,Metagonia diamantina,CR,1
invertebrados_terrestres,Araneae,Pholcidae,Metagonia potiguar,CR,1
invertebrados_terrestres,Araneae,Salticidae,Matagaia chromatopus,VU,1
invertebrados_terrestres,Araneae,Salticidae,Neonella noronha,VU,1
invertebrados_terrestres,Araneae,Segestriidae,Ariadna aurea,VU,0
invertebrados_terrestres,Araneae,Sicariidae,Loxosceles troglobia,VU,0
invertebrados_terrestres,Araneae,Theraphosidae,Dolichothele diamantinensis,EN,1
invertebrados_terrestres,Araneae,Theraphosidae,Pterinopelma sazimai,VU,1
invertebrados_terrestres,Araneae,Theraphosidae,Tmesiphantes hypogeus,CR,1
invertebrados_terrestres,Araneae,Theraphosidae,Typhochlaena curumim,CR,1
invertebrados_terrestres,Araneae,Theraphosidae,Typhochlaena seladonia,EN,1
invertebrados_terrestres,Araneae,Theraphosidae,Ybyrapora diversipes,EN,1
invertebrados_terrestres,Araneae,Theraphosidae,Ybyrapora gamba,CR,1
invertebrados_terrestres,Blattodea,Blattellidae,Litoblatta camargoi,EN,0
invertebrados_terrestres,Caenogastropoda,Ampullariidae,Pomacea sordida,EN,1
invertebrados_terrestres,Caenogastropoda,Hydrobiidae,Potamolithus karsticus,CR,1
invertebrados_terrestres,Coleoptera,Carabidae,Coarazuphium amazonicus,CR,0
invertebrados_terrestres,Coleoptera,Carabidae,Coarazuphium caatinga,EN,1
invertebrados_terrestres,Coleoptera,Carabidae,Coarazuphium cessaima,EN,1
invertebrados_terrestres,Coleoptera,Carabidae,Coarazuphium formoso,CR,1
invertebrados_terrestres,Coleoptera,Carabidae,Coarazuphium pains,EN,1
invertebrados_terrestres,Coleoptera,Carabidae,Coarazuphium ricardoi,CR,1
invertebrados_terrestres,Coleoptera,Carabidae,Coarazuphium spinifemur,CR,0
invertebrados_terrestres,Coleoptera,Carabidae,Coarazuphium tapiaguassu,EN,1
invertebrados_terrestres,Coleoptera,Carabidae,Coarazuphium tessai,CR,1
invertebrados_terrestres,Coleoptera,Carabidae,Schizogenius ocellatus,EN,1
invertebrados_terrestres,Coleoptera,Ciidae,Ceracis cassumbensis,EN,1
invertebrados_terrestres,Coleoptera,Lampyridae,Amydetes bellorum,EN,1
invertebrados_terrestres,Coleoptera,Lucanidae,Altitatiayus campoi,VU,1
invertebrados_terrestres,Coleoptera,Lucanidae,Altitatiayus dulceae,VU,1
invertebrados_terrestres,Coleoptera,Lucanidae,Altitatiayus godinhorum,VU,1
invertebrados_terrestres,Coleoptera,Lucanidae,Altitatiayus koikei,VU,1
invertebrados_terrestres,Coleoptera,Lucanidae,Altitatiayus rotundatus,VU,1
invertebrados_terrestres,Coleoptera,Lucanidae,Altitatiayus ruficollis,VU,1
invertebrados_terrestres,Coleoptera,Lucanidae,Altitatiayus trifurcatus,VU,1
invertebrados_terrestres,Coleoptera,Lycidae,Cartagonum apiuba,CR,1
invertebrados_terrestres,Coleoptera,Lycidae,Lycomorphon brasiliense,CR,1
invertebrados_terrestres,Coleoptera,Scarabaeidae,Ateuchus squalidus,VU,1
invertebrados_terrestres,Coleoptera,Scarabaeidae,Canthon corpulentus,VU,1
invertebrados_terrestres,Coleoptera,Scarabaeidae,Canthon quadripunctatus,VU,1
invertebrados_terrestres,Coleoptera,Scarabaeidae,Dichotomius eucranioides,EN,1
invertebrados_terrestres,Coleoptera,Scarabaeidae,Dichotomius mysticus,EN,1
invertebrados_terrestres,Coleoptera,Scarabaeidae,Dichotomius schiffleri,EN,1
invertebrados_terrestres,Coleoptera,Scarabaeidae,Pedaridium hirsutum,VU,1
invertebrados_terrestres,Coleoptera,Staphylinidae,Metopiellus painensis,EN,0
invertebrados_terrestres,Coleoptera,Vesperidae,Hypocephalus armatus,VU,1
invertebrados_terrestres,Collembola,Arrhopalitidae,Arrhopalites amorimi,VU,1
invertebrados_terrestres,Collembola,Arrhopalitidae,Arrhopalites glabrofasciatus,EN,0
invertebrados_terrestres,Collembola,Entomobryidae,Pseudosinella ambigua,VU,0
invertebrados_terrestres,Collembola,Entomobryidae,Pseudosinella guanhaensis,CR,0
invertebrados_terrestres,Collembola,Isotomidae,Archisotoma arariboia,CR,0
invertebrados_terrestres,Collembola,Paronellidae,Troglobius brasiliensis,CR,1
invertebrados_terrestres,Collembola,Paronellidae,Troglobius ferroicus,CR,1
invertebrados_terrestres,Collembola,Paronellidae,Trogolaphysa aelleni,CR,1
invertebrados_terrestres,Collembola,Sminthuridae,Pararrhopalites papaveroi,EN,1
invertebrados_terrestres,Collembola,Sminthuridae,Pararrhopalites sideroicus,CR,0
invertebrados_terrestres,Collembola,Sminthuridae,Pararrhopalites ubiquum,VU,0
invertebrados_terrestres,Collembola,Sminthuridae,Pararrhopalites wallacei,CR,1
invertebrados_terrestres,Diplura,Campodeidae,Oncinocampa trajanoae,CR,0
invertebrados_terrestres,Entomobryomorpha,Entomobryidae,Seira arenicola,EN,0
invertebrados_terrestres,Entomobryomorpha,Entomobryidae,Seira mataraquensis,EN,0
invertebrados_terrestres,Entomobryomorpha,Entomobryidae,Seira musarum,VU,0
invertebrados_terrestres,Entomobryomorpha,Entomobryidae,Seira pseudoannulata,EN,0
invertebrados_terrestres,Entomobryomorpha,Isotomidae,Archisotoma catiae,CR,0
invertebrados_terrestres,Entomobryomorpha,Isotomidae,Arlea arenicola,CR,0
invertebrados_terrestres,Entomobryomorpha,Isotomidae,Arlea psammophila,CR,0
invertebrados_terrestres,Entomobryomorpha,Isotomidae,Isotomiella uai,VU,1
invertebrados_terrestres,Entomobryomorpha,Isotomidae,Isotomodes cariocus,CR,0
invertebrados_terrestres,Entomobryomorpha,Isotomidae,Isotomurus riparius,CR,0
invertebrados_terrestres,Entomobryomorpha,Isotomidae,Paracerura gandarela,VU,0
invertebrados_terrestres,Entomobryomorpha,Isotomidae,Psammisotoma restingae,CR,0
invertebrados_terrestres,Euonychophora,Peripatidae,Epiperipatus adenocryptus,CR,1
invertebrados_terrestres,Euonychophora,Peripatidae,Epiperipatus diadenoproctus,VU,1
invertebrados_terrestres,Euonychophora,Peripatidae,Epiperipatus ohausi,EN,1
invertebrados_terrestres,Euonychophora,Peripatidae,Epiperipatus paurognostus,CR,1
invertebrados_terrestres,Glomeridesmida,Glomerodesmidae,Glomeridesmus spelaeus,EN,1
invertebrados_terrestres,Gymnomorpha,Veronicellidae,Phyllocaulis renschi,CR,1
invertebrados_terrestres,Haplotaxida,Glossoscolecidae,Fimoscolex sporadochaetus,EN,1
invertebrados_terrestres,Hemiptera,Cixiidae,Ferricixius davidi,CR,0
invertebrados_terrestres,Hemiptera,Kinnaridae,Iuiuia caeca,VU,0
invertebrados_terrestres,Hemiptera,Kinnaridae,Kinnapotiguara troglobia,VU,0
invertebrados_terrestres,Hymenoptera,Andrenidae,Arhysosage cactorum,VU,1
invertebrados_terrestres,Hymenoptera,Apidae,Melipona capixaba,EN,1
invertebrados_terrestres,Hymenoptera,Apidae,Melipona rufiventris,EN,1
invertebrados_terrestres,Hymenoptera,Apidae,Melipona scutellaris,EN,1
invertebrados_terrestres,Hymenoptera,Apidae,Partamona littoralis,EN,1
invertebrados_terrestres,Hymenoptera,Formicidae,Atta robusta,VU,1
invertebrados_terrestres,Hymenoptera,Formicidae,Brachymyrmex micromegas,VU,1
invertebrados_terrestres,Hymenoptera,Formicidae,Diaphoromyrma sofiae,EN,1
invertebrados_terrestres,Hymenoptera,Formicidae,Dinoponera lucida,EN,1
invertebrados_terrestres,Hymenoptera,Formicidae,Fulakora cleae,CR,1
invertebrados_terrestres,Hymenoptera,Formicidae,Gnamptogenys wilsoni,EN,1
invertebrados_terrestres,Hymenoptera,Formicidae,Monomorium delabiei,VU,1
invertebrados_terrestres,Hymenoptera,Formicidae,Mycetagroicus urbanus,CR,1
invertebrados_terrestres,Hymenoptera,Formicidae,Mycetomoellerius atlanticus,VU,1
invertebrados_terrestres,Hymenoptera,Formicidae,Mycetophylax simplex,VU,1
invertebrados_terrestres,Hymenoptera,Formicidae,Rhopalothrix plaumanni,EN,1
invertebrados_terrestres,Isopoda,Pudeoniscidae,Iansaoniscus georginae,CR,0
invertebrados_terrestres,Isopoda,Pudeoniscidae,Iansaoniscus iraquara,CR,0
invertebrados_terrestres,Isopoda,Scleropactidae,Amazoniscus leistikowi,CR,0
invertebrados_terrestres,Isopoda,Scleropactidae,Circoniscus buckupi,CR,0
invertebrados_terrestres,Isopoda,Scleropactidae,Circoniscus carajasensis,EN,0
invertebrados_terrestres,Isopoda,Styloniscidae,Iuiuniscus iuiuensis,VU,0
invertebrados_terrestres,Isopoda,Styloniscidae,Spelunconiscus castroi,CR,0
invertebrados_terrestres,Isopoda,Styloniscidae,Xangoniscus aganju,EN,0
invertebrados_terrestres,Isopoda,Styloniscidae,Xangoniscus itacarambiensis,CR,0
invertebrados_terrestres,Isopoda,Styloniscidae,Xangoniscus odara,EN,0
invertebrados_terrestres,Lepidoptera,Crambidae,Parapoynx restingalis,VU,1
invertebrados_terrestres,Lepidoptera,Hesperiidae,Drephalys miersi,EN,1
invertebrados_terrestres,Lepidoptera,Hesperiidae,Drephalys mourei,CR,1
invertebrados_terrestres,Lepidoptera,Hesperiidae,Olafia roscius iphimedia,VU,1
invertebrados_terrestres,Lepidoptera,Hesperiidae,Parelbella polyzona,EN,1
invertebrados_terrestres,Lepidoptera,Hesperiidae,Pseudocroniades machaon seabrai,CR,1
invertebrados_terrestres,Lepidoptera,Hesperiidae,Turmosa camposa,EN,1
invertebrados_terrestres,Lepidoptera,Hesperiidae,Zonia zonia diabo,EN,1
invertebrados_terrestres,Lepidoptera,Lycaenidae,Arawacus aethesa,EN,1
invertebrados_terrestres,Lepidoptera,Lycaenidae,Magnastigma julia,EN,1
invertebrados_terrestres,Lepidoptera,Lycaenidae,Strymon ohausi,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Actinote quadra,VU,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Actinote zikani,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Adelpha atlantica,EN,0
invertebrados_terrestres,Lepidoptera,Nymphalidae,Dasyophthalma geraensis,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Dasyophthalma rusina delanira,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Dasyophthalma vertebralis,CR (PEX),1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Doxocopa zalmunna,CR (PEX),1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Episcada vitrea,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Eresia erysice erysice,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Euptychia boulleti,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Forsterinaria itatiaia,VU,0
invertebrados_terrestres,Lepidoptera,Nymphalidae,Hamadryas velutina browni,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Heliconius nattereri,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Hyalyris fiammetta,CR (PEX),1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Mcclungia cymo fallens,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Melinaea mnasias thera,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Morpho epistrophus nikolajewna,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Morpho menelaus eberti,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Napeogenes rhezia rhezia,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Orobrassolis ornamentalis,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Pampasatyrus glaucope boenninghauseni,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Pampasatyrus glaucope eberti,VU,0
invertebrados_terrestres,Lepidoptera,Nymphalidae,Pampasatyrus glaucope glaucope,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Pampasatyrus gyrtone,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Pampasatyrus reticulata gagarini,EN,0
invertebrados_terrestres,Lepidoptera,Nymphalidae,Paulogramma hydarnis,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Polygrapha suprema,EN,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Praepedaliodes sequeirae,CR,0
invertebrados_terrestres,Lepidoptera,Nymphalidae,Prepona deiphile,VU,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Scada karschina delicata,CR,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Tithorea harmonia caissara,VU,1
invertebrados_terrestres,Lepidoptera,Nymphalidae,Yphthimoides iserhardi,EN,0
invertebrados_terrestres,Lepidoptera,Papilionidae,Heraclides himeros baia,EN,1
invertebrados_terrestres,Lepidoptera,Papilionidae,Heraclides himeros himeros,EN,1
invertebrados_terrestres,Lepidoptera,Papilionidae,Mimoides lysithous harrisianus,CR,1
invertebrados_terrestres,Lepidoptera,Papilionidae,Mimoides lysithous sebastianus,VU,1
invertebrados_terrestres,Lepidoptera,Papilionidae,Parides ascanius,EN,1
invertebrados_terrestres,Lepidoptera,Papilionidae,Parides bunichus chamissonia,CR,1
invertebrados_terrestres,Lepidoptera,Papilionidae,Parides burchellanus,CR,1
invertebrados_terrestres,Lepidoptera,Papilionidae,Parides klagesi,CR,1
invertebrados_terrestres,Lepidoptera,Papilionidae,Parides panthonus castilhoi,CR,1
invertebrados_terrestres,Lepidoptera,Papilionidae,Parides tros danunciae,EN,1
invertebrados_terrestres,Lepidoptera,Pieridae,Charonias theano,EN,1
invertebrados_terrestres,Lepidoptera,Pieridae,Cunizza hirlanda fulvinota,VU,1
invertebrados_terrestres,Lepidoptera,Pieridae,Cunizza hirlanda planasia,VU,1
invertebrados_terrestres,Lepidoptera,Pieridae,Glennia pylotis,EN,1
invertebrados_terrestres,Lepidoptera,Pieridae,Moschoneura pinthous methymna,VU,1
invertebrados_terrestres,Lepidoptera,Pieridae,Perrhybris pamela flava,EN,1
invertebrados_terrestres,Lepidoptera,Riodinidae,Joiceya praeclarus,CR,1
invertebrados_terrestres,Lepidoptera,Riodinidae,Panara ovifera,VU,1
invertebrados_terrestres,Lepidoptera,Riodinidae,Petrocerus catiena,EN,1
invertebrados_terrestres,Lepidoptera,Riodinidae,Rhetus belphegor,CR,1
invertebrados_terrestres,Lepidoptera,Riodinidae,Voltinia sanarita,EN,1
invertebrados_terrestres,Lepidoptera,Saturniidae,Dirphia monticola,VU,1
invertebrados_terrestres,Lepidoptera,Sphingidae,Nyceryx mielkei,CR,1
invertebrados_terrestres,Opiliones,Cryptogeobiidae,Spinopilar moria,CR,1
invertebrados_terrestres,Opiliones,Escadabiidae,Spaeleoleptes spaeleus,EN,1
invertebrados_terrestres,Opiliones,Gerdesiidae,Gonycranaus pluto,VU,0
invertebrados_terrestres,Opiliones,Gonyleptidae,Discocyrtus pedrosoi,VU,0
invertebrados_terrestres,Opiliones,Gonyleptidae,Eusarcus elinae,EN,1
invertebrados_terrestres,Opiliones,Gonyleptidae,Giupponia chagasi,EN,1
invertebrados_terrestres,Opiliones,Gonyleptidae,Iandumoema setimapocu,VU,1
invertebrados_terrestres,Opiliones,Gonyleptidae,Iandumoema smeagol,EN,0
invertebrados_terrestres,Opiliones,Gonyleptidae,Iandumoema uai,CR,1
invertebrados_terrestres,Opiliones,Gonyleptidae,Pachylospeleus strinatii,CR,1
invertebrados_terrestres,Opiliones,Kimulidae,Relictopiolus galadriel,CR,0
invertebrados_terrestres,Orthoptera,Phalangopsidae,Endecous apterus,EN,0
invertebrados_terrestres,Orthoptera,Phalangopsidae,Endecous peruassuensis,EN,0
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia cavatica,CR,0
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia eywa,EN,0
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia jequitinhonha,CR,0
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia maquinensis,VU,1
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia navi,CR,0
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia neytiri,EN,0
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia potiguar,VU,1
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia sagarana,CR,1
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia spelunca,CR,1
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Eukoenenia virgemdalapa,CR,1
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Leptokoenenia pelada,CR,1
invertebrados_terrestres,Palpigradi,Eukoeneniidae,Leptokoenenia thalassophobica,EN,1
invertebrados_terrestres,Poduromorpha,Brachystomellidae,Maricaella duna,CR,0
invertebrados_terrestres,Poduromorpha,Hypogastruridae,Acherontides eleonorae,VU,1
invertebrados_terrestres,Poduromorpha,Neanuridae,Aethiopella littoralis,CR,0
invertebrados_terrestres,Poduromorpha,Neanuridae,Arlesia intermedia,CR,0
invertebrados_terrestres,Poduromorpha,Neanuridae,Hyleanura mendoncae,VU,0
invertebrados_terrestres,Poduromorpha,Neanuridae,Micranurida fluminensis,CR,0
invertebrados_terrestres,Poduromorpha,Onychiuridae,Agraphorura mariapetrae,CR,0
invertebrados_terrestres,Poduromorpha,Tullbergiidae,Mesaphorura maricaensis,CR,0
invertebrados_terrestres,Polydesmida,Chelodesmidae,Dioplosternus salvatrix,VU,1
invertebrados_terrestres,Polydesmida,Chelodesmidae,Leodesmus yporangae,EN,1
invertebrados_terrestres,Polydesmida,Chelodesmidae,Odontopeltis giganteus,VU,1
invertebrados_terrestres,Polydesmida,Chelodesmidae,Sandalodesmus stramineus,VU,1
invertebrados_terrestres,Polydesmida,Cryptodesmidae,Peridontodesmella alba,VU,1
invertebrados_terrestres,Polydesmida,Dobrodesmidae,Dobrodesmus mirabilis,CR,0
invertebrados_terrestres,Pseudoscorpiones,Bochicidae,Spelaeobochica allodentatus,EN,1
invertebrados_terrestres,Pseudoscorpiones,Bochicidae,Spelaeobochica iuiu,EN,1
invertebrados_terrestres,Pseudoscorpiones,Bochicidae,Spelaeobochica muchmorei,CR,1
invertebrados_terrestres,Pseudoscorpiones,Chernetidae,Maxchernes iporangae,CR,1
invertebrados_terrestres,Pseudoscorpiones,Chernetidae,Spelaeochernes gracilipalpus,EN,1
invertebrados_terrestres,Pseudoscorpiones,Chthoniidae,Pseudochthonius biseriatus,EN,1
invertebrados_terrestres,Pseudoscorpiones,Ideoroncidae,Ideoroncus cavicola,EN,1
invertebrados_terrestres,Pseudoscorpiones,Olpiidae,Progarypus nigrimanus,CR,1
invertebrados_terrestres,Pulmonata,Bulimulidae,Thaumastus lundi,CR,1
invertebrados_terrestres,Pulmonata,Lymnaeidae,Lymnaea rupestris,VU,1
invertebrados_terrestres,Pulmonata,Odontostomidae,Macrodontes dautzenbergianus,VU,1
invertebrados_terrestres,Pulmonata,Physidae,Physa marmorata,VU,1
invertebrados_terrestres,Pulmonata,Planorbidae,Plesiophysa dolichomastix,CR,1
invertebrados_terrestres,Pulmonata,Succineidae,Succinea lopesi,EN,1
invertebrados_terrestres,Schizomida,Hubbardiidae,Rowlandius ubajara,CR,1
invertebrados_terrestres,Scolopendromorpha,Cryptopidae,Cryptops iporangensis,EN,1
invertebrados_terrestres,Scolopendromorpha,Cryptopidae,Cryptops spelaeoraptor,CR,1
invertebrados_terrestres,Scolopendromorpha,Scolopendridae,Scolopendropsis duplicata,CR,1
invertebrados_terrestres,Scolopendromorpha,Scolopocryptopidae,Newportia potiguar,VU,0
invertebrados_terrestres,Scolopendromorpha,Scolopocryptopidae,Newportia spelaea,CR,0
invertebrados_terrestres,Scolopendromorpha,Scolopocryptopidae,Scolopocryptops troglocaudatus,EN,0
invertebrados_terrestres,Scorpiones,Buthidae,Ananteris infuscata,EN,1
invertebrados_terrestres,Scorpiones,Buthidae,Troglorhopalurus translucidus,EN,1
invertebrados_terrestres,Scorpiones,Chactidae,Hadrurochactas araripe,CR,1
invertebrados_terrestres,Scorpiones,Chactidae,Hadrurochactas brejo,CR,1
invertebrados_terrestres,Spirostreptida,Pseudonannolenidae,Pseudonannolene lundi,CR,0
invertebrados_terrestres,Spirostreptida,Spirostreptidae,Pseudonannolene ambuatinga,EN,1
invertebrados_terrestres,Spirostreptida,Spirostreptidae,Pseudonannolene imbirensis,EN,1
invertebrados_terrestres,Spirostreptida,Spirostreptidae,Pseudonannolene spelaea,CR,1
invertebrados_terrestres,Spirostreptida,Spirostreptidae,Pseudonannolene tocaiensis,CR,1
invertebrados_terrestres,Spongillida,Metaniidae,Corvomeyenia epilithosa,VU,1
invertebrados_terrestres,Stylommatophora,Bulimulidae,Tomigerus gibberulus,EN,1
invertebrados_terrestres,Stylommatophora,Megalobulimidae,Megalobulimus cardosoi,CR,1
invertebrados_terrestres,Stylommatophora,Strophocheilidae,Gonyostomus insularis,EN,1
invertebrados_terrestres,Symphypleona,Arrhopalitidae,Arrhopalites alambariensis,VU,1
invertebrados_terrestres,Symphypleona,Arrhopalitidae,Arrhopalites botuveraensis,VU,1
invertebrados_terrestres,Symphypleona,Arrhopalitidae,Arrhopalites gnaspinii,CR,1
invertebrados_terrestres,Symphypleona,Arrhopalitidae,Arrhopalites heteroculatus,VU,1
invertebrados_terrestres,Symphypleona,Arrhopalitidae,Arrhopalites lawrencei,VU,1
invertebrados_terrestres,Symphypleona,Arrhopalitidae,Arrhopalites paranaensis,CR,1
invertebrados_terrestres,Unionoida,Hyriidae,Diplodon koseritzi,EN,1
invertebrados_terrestres,Unionoida,Mycetopodidae,Mycetopoda legumen,EN,1
invertebrados_terrestres,Zygentoma,Nicoletiidae,Cubacubana spelaea,VU,0
anfibios,Anura,Aromobatidae,Anomaloglossus apiau,EN,0
anfibios,Anura,Aromobatidae,Anomaloglossus tepequem,CR (PEX),0
anfibios,Anura,Brachycephalidae,Brachycephalus mirissimus,VU,0
anfibios,Anura,Brachycephalidae,Brachycephalus pernix,CR,1
anfibios,Anura,Brachycephalidae,Brachycephalus quiririensis,EN,0
anfibios,Anura,Brachycephalidae,Ischnocnema epipeda,CR (PEX),0
anfibios,Anura,Brachycephalidae,Ischnocnema garciai,CR,0
anfibios,Anura,Brachycephalidae,Ischnocnema karst,VU,0
anfibios,Anura,Brachycephalidae,Ischnocnema manezinho,EN,1
anfibios,Anura,Bufonidae,Melanophryniscus admirabilis,CR,1
anfibios,Anura,Bufonidae,Melanophryniscus biancae,EN,0
anfibios,Anura,Bufonidae,Melanophryniscus cambaraensis,EN,1
anfibios,Anura,Bufonidae,Melanophryniscus dorsalis,VU,1
anfibios,Anura,Bufonidae,Melanophryniscus klappenbachi,VU,0
anfibios,Anura,Bufonidae,Melanophryniscus macrogranulosus,EN,1
anfibios,Anura,Bufonidae,Melanophryniscus montevidensis,VU,0
anfibios,Anura,Bufonidae,Melanophryniscus setiba,VU,1
anfibios,Anura,Bufonidae,Rhinella casconi,CR,0
anfibios,Anura,Ceratophryidae,Ceratophrys ornata,CR (PEX),0
anfibios,Anura,Cycloramphidae,Cycloramphus diringshofeni,CR,1
anfibios,Anura,Cycloramphidae,Cycloramphus faustoi,VU,1
anfibios,Anura,Cycloramphidae,Cycloramphus stejnegeri,CR (PEX),0
anfibios,Anura,Cycloramphidae,Thoropa lutzi,CR (PEX),0
anfibios,Anura,Cycloramphidae,Thoropa petropolitana,CR (PEX),1
anfibios,Anura,Eleutherodactylidae,Adelophryne maranguapensis,CR,1
anfibios,Anura,Hylidae,Boana buriti,VU,0
anfibios,Anura,Hylidae,Boana cymbalum,EX,0
anfibios,Anura,Hylidae,Bokermannohyla napolii,VU,0
anfibios,Anura,Hylidae,Bokermannohyla vulcaniae,EN,1
anfibios,Anura,Hylidae,Nyctimantis pomba,CR,1
anfibios,Anura,Hylidae,Scinax alcatraz,VU,1
anfibios,Anura,Hylidae,Scinax faivovichi,VU,1
anfibios,Anura,Hylidae,Scinax muriciensis,CR,0
anfibios,Anura,Hylidae,Scinax peixotoi,CR (PEX),1
anfibios,Anura,Hylidae,Scinax pinimus,VU,0
anfibios,Anura,Hylidae,Sphaenorhynchus bromelicola,EN,0
anfibios,Anura,Hylidae,Sphaenorhynchus cammaeus,CR,0
anfibios,Anura,Hylidae,Sphaenorhynchus canga,CR,0
anfibios,Anura,Hylidae,Xenohyla truncata,VU,1
anfibios,Anura,Hylodidae,Crossodactylus boulengeri,CR (PEX),0
anfibios,Anura,Hylodidae,Crossodactylus dantei,CR,1
anfibios,Anura,Hylodidae,Crossodactylus dispar,CR (PEX),0
anfibios,Anura,Hylodidae,Crossodactylus franciscanus,CR (PEX),0
anfibios,Anura,Hylodidae,Hylodes glaber,CR (PEX),0
anfibios,Anura,Hylodidae,Hylodes magalhaesi,VU,0
anfibios,Anura,Hylodidae,Hylodes mertensi,CR,0
anfibios,Anura,Hylodidae,Hylodes sazimai,EN,0
anfibios,Anura,Leptodactylidae,Crossodactylodes itambe,CR,0
anfibios,Anura,Leptodactylidae,Crossodactylodes izecksohni,EN,0
anfibios,Anura,Leptodactylidae,Paratelmatobius lutzii,CR (PEX),1
anfibios,Anura,Leptodactylidae,Physalaemus soaresi,CR,1
anfibios,Anura,Microhylidae,Chiasmocleis alagoana,VU,1
anfibios,Anura,Odontophrynidae,Proceratophrys ararype,CR,0
anfibios,Anura,Odontophrynidae,Proceratophrys palustris,CR,1
anfibios,Anura,Odontophrynidae,Proceratophrys sanctaritae,CR,1
anfibios,Anura,Phyllomedusidae,Phrynomedusa fimbriata,EX,1
anfibios,Anura,Phyllomedusidae,Phrynomedusa marginata,CR (PEX),0
anfibios,Anura,Phyllomedusidae,Phrynomedusa vanzolinii,CR (PEX),0
anfibios,Anura,Phyllomedusidae,Pithecopus rusticus,CR,0
anfibios,Anura,Strabomantidae,Euparkerella robusta,CR,0
anfibios,Anura,Strabomantidae,Holoaden bradei,CR (PEX),1
repteis,Squamata,Amphisbaenidae,Amphisbaena arda,EN,1
repteis,Squamata,Amphisbaenidae,Amphisbaena frontalis,EN,1
